DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__EC3E4158F9774D857FC4367D34BD3C030F0647BF, StartTime=2015.09.20-20.59.09, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.534564ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
SavePackageTransactionId6E38699D4D5A69B7D84E08A02978B89C_371, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Props/Materials/M_Bush.uasset, FlushAsyncLoading=0.029936ms, FlushStreamingFunc=0.003424ms, BlockTillAllRequestsFinished=0.003420ms, ResetLoadersForSaveUnMarkAllObjects=0.211261ms, TagPackageExports=0.053030ms, BeginCacheForCookedPlatformData=0.009406ms, SerializeImports=0.086814ms, GatherLocalizableTextData=0.004277ms, MarkNames=0.005558ms, SerializeSummary=0.013258ms, SerializeNames=0.038918ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.011116ms, SortExportsNonSeekfree=0.011977ms, SortExportsSeekfreeConstructor=0.014540ms, SortExportsSeekfreeInner=0.704773ms, SortExportsSeekfree=0.011116ms, BuildDependencyMap=0.017963ms, SerializeImportMap=0.003852ms, SerializeExportMap=0.002991ms, SerializeDependencyMap=0.003420ms, SerializeStringAssetReferenceMap=0.003848ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.050463ms, SerializeExports=0.050038ms, SerializeBulkData=0.014964ms, AsyncWrite=0.130862ms, UnaccountedTime=0.312187ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1013, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_00__CC2ED888F8F0DA10388CBC77EE1E058B871BC722, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=14577 bytes, Retrieved=true, Duration=19.462921ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1014, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_8A49F15341AC15FC81A7BDBEABC0786__45EE4B54503F444BEA8FD100138EBF7F27F95EDD, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=6548 bytes, Retrieved=true, Duration=1.822658ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1015, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_8A49F15341AC15FC8__7E8345DC7555AE406FA55CC1F1788523516729AA, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=2137 bytes, Retrieved=true, Duration=0.070136ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Props/SM_WindowFrame.uasset, AllOfLoadPackage_Duration=25.634378ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000853ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.005130ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.040200ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.027370ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.433345ms, SaveCookedPackage_HitCount=1, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
SavePackageTransactionId6E38699D4D5A69B7D84E08A02978B89C_372, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Props/SM_WindowFrame.uasset, FlushAsyncLoading=0.020526ms, FlushStreamingFunc=0.002995ms, BlockTillAllRequestsFinished=0.002995ms, ResetLoadersForSaveUnMarkAllObjects=0.154380ms, TagPackageExports=0.046186ms, BeginCacheForCookedPlatformData=0.003424ms, SerializeImports=0.059869ms, GatherLocalizableTextData=0.002567ms, MarkNames=0.004705ms, SerializeSummary=0.008553ms, SerializeNames=0.035066ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.016678ms, SortExportsNonSeekfree=0.007272ms, SortExportsSeekfreeConstructor=0.007268ms, SortExportsSeekfreeInner=0.540983ms, SortExportsSeekfree=0.002567ms, BuildDependencyMap=0.007268ms, SerializeImportMap=0.002991ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.002138ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012830ms, SerializeExports=0.059016ms, SerializeBulkData=0.007700ms, AsyncWrite=0.054739ms, UnaccountedTime=0.192445ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1016, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_12__3E4F5A5D4E9CAD1D85711C41D5F54655C0E96001, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=342977 bytes, Retrieved=true, Duration=2.162214ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1017, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A71BCF02478509B604FD45AEDF93902__D36A16D2497142870043E357CB628B62BE368DA6, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=131838 bytes, Retrieved=true, Duration=1.019526ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1018, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_A71BCF02478509B60__33B2A1B7CE0826ABB09A1B435B46C935EC9EB0E7, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=2845 bytes, Retrieved=true, Duration=0.109483ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Props/SM_TableRound.uasset, AllOfLoadPackage_Duration=28.450046ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000428ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.008129ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.070561ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.018392ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.448166ms, SaveCookedPackage_HitCount=1, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
SavePackageTransactionId6E38699D4D5A69B7D84E08A02978B89C_373, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Props/SM_TableRound.uasset, FlushAsyncLoading=0.029936ms, FlushStreamingFunc=0.005987ms, BlockTillAllRequestsFinished=0.004705ms, ResetLoadersForSaveUnMarkAllObjects=0.267282ms, TagPackageExports=0.070989ms, BeginCacheForCookedPlatformData=0.005558ms, SerializeImports=0.088952ms, GatherLocalizableTextData=0.003848ms, MarkNames=0.007700ms, SerializeSummary=0.014540ms, SerializeNames=0.051320ms, SerializeGatherableTextData=0.002563ms, BuildExportMap=0.026945ms, SortExportsNonSeekfree=0.011545ms, SortExportsSeekfreeConstructor=0.014111ms, SortExportsSeekfreeInner=1.052029ms, SortExportsSeekfree=0.007268ms, BuildDependencyMap=0.017963ms, SerializeImportMap=0.004705ms, SerializeExportMap=0.004277ms, SerializeDependencyMap=0.004277ms, SerializeStringAssetReferenceMap=0.003420ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.030793ms, SerializeExports=0.277117ms, SerializeBulkData=0.013258ms, AsyncWrite=0.216819ms, UnaccountedTime=0.257876ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Props/SM_Statue.uasset, AllOfLoadPackage_Duration=0.037204ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000857ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.019241ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.142407ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.034209ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.483236ms, SaveCookedPackage_HitCount=1, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
SavePackageTransactionId6E38699D4D5A69B7D84E08A02978B89C_374, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Props/SM_Statue.uasset, FlushAsyncLoading=0.035066ms, FlushStreamingFunc=0.006415ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.252742ms, TagPackageExports=0.127014ms, BeginCacheForCookedPlatformData=0.006843ms, SerializeImports=0.072271ms, GatherLocalizableTextData=0.003424ms, MarkNames=0.006415ms, SerializeSummary=0.009835ms, SerializeNames=0.038490ms, SerializeGatherableTextData=0.002138ms, BuildExportMap=0.029080ms, SortExportsNonSeekfree=0.007696ms, SortExportsSeekfreeConstructor=0.008553ms, SortExportsSeekfreeInner=1.001563ms, SortExportsSeekfree=0.010692ms, BuildDependencyMap=0.015397ms, SerializeImportMap=0.004705ms, SerializeExportMap=0.003424ms, SerializeDependencyMap=0.002567ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.023093ms, SerializeExports=0.171490ms, SerializeBulkData=0.009835ms, AsyncWrite=0.133853ms, UnaccountedTime=0.160798ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1019, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf3D5500D7__0D185B0F3E334A5A127F1F213EFEA6BC1A40C00C, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=143177 bytes, Retrieved=true, Duration=0.411827ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1020, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf3D5500D7__40F7976EBB379BC0CE048BE6B60457757655057F, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=111349 bytes, Retrieved=true, Duration=0.348110ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1021, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_44__74CBD5B4A4875F28B93752874915B53F531BE5C0, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=19257 bytes, Retrieved=true, Duration=0.210404ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1022, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3026731C460394B0BFB8F184E23756A__3090F43F9B5674F71E3484FC9C184AF1A36AF8B6, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=6358 bytes, Retrieved=true, Duration=0.161652ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1023, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_3026731C460394B0B__9495ADF879EA647E5358368F4DC0D100ECF258BA, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=393 bytes, Retrieved=true, Duration=0.090234ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Props/SM_Stairs.uasset, AllOfLoadPackage_Duration=40.307585ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001281ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007696ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.065859ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.022240ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.397128ms, SaveCookedPackage_HitCount=1, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
SavePackageTransactionId6E38699D4D5A69B7D84E08A02978B89C_375, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Props/SM_Stairs.uasset, FlushAsyncLoading=0.117179ms, FlushStreamingFunc=0.028651ms, BlockTillAllRequestsFinished=0.017107ms, ResetLoadersForSaveUnMarkAllObjects=0.301924ms, TagPackageExports=0.103064ms, BeginCacheForCookedPlatformData=0.008553ms, SerializeImports=0.113331ms, GatherLocalizableTextData=0.004701ms, MarkNames=0.011548ms, SerializeSummary=0.018388ms, SerializeNames=0.052601ms, SerializeGatherableTextData=0.004277ms, BuildExportMap=0.044476ms, SortExportsNonSeekfree=0.014115ms, SortExportsSeekfreeConstructor=0.014111ms, SortExportsSeekfreeInner=1.176473ms, SortExportsSeekfree=0.018388ms, BuildDependencyMap=0.036351ms, SerializeImportMap=0.009410ms, SerializeExportMap=0.005558ms, SerializeDependencyMap=0.007696ms, SerializeStringAssetReferenceMap=0.004277ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.063293ms, SerializeExports=0.274982ms, SerializeBulkData=0.028223ms, AsyncWrite=0.214681ms, UnaccountedTime=0.262581ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1024, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf16B8265F__B6252CDF98EE4C5405D390EF62EEB40F5C6D47F1, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=658881 bytes, Retrieved=true, Duration=3.157791ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1025, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf16B8265F__44BBF4CC86B891AE72F9458C86B916E6F06F7762, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=637357 bytes, Retrieved=true, Duration=2.826359ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1026, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf82AB387A__30C11C0ADB80AF8B7D60E04E6B64E2737C68867B, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=133811 bytes, Retrieved=true, Duration=0.493512ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1027, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf82AB387A__0054E454C191904C28898E0EB5038F444321C711, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=126921 bytes, Retrieved=true, Duration=0.479825ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1028, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf59B01021__B1FDC36028555BDDF443D4372929C026B34E5B9E, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=175348 bytes, Retrieved=true, Duration=1.071699ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1029, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf59B01021__BCA08934573953B312592DD6BD1639AFF42FEA70, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=168212 bytes, Retrieved=true, Duration=0.729576ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Particles/P_Sparks.uasset, AllOfLoadPackage_Duration=80.527525ms, AllOfLoadPackage_HitCount=185, ResolveRedirectors_Duration=0.016250ms, ResolveRedirectors_HitCount=185, CacheForCookedPlatformData_Duration=22.555280ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.057735ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.147965ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.489635ms, SaveCookedPackage_HitCount=1, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1030, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A92EE4E94A1A60B58BCBEBA687E24503__7C1F2843F4D8BE017AB9521B69FEF6D94A720D40, StartTime=2015.09.20-21.00.46, HierarchicalDDC, Duration=0.012401ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId57093F034FE7264AC6112BB5CC852FE6_76, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A92EE4E94A1A60B58BCBEBA687E24503__7C1F2843F4D8BE017AB9521B69FEF6D94A720D40, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=20.793348ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId23A31B7E4B898B8645D3188F78944943_63, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A92EE4E94A1A60B58BCBEBA687E24503__74114BE9E8686EBA7462CA8860BCACF0F5D0DF3A, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.587169ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId5AE803504DD1A9AD8BB931B1A6DBE69E_89, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A92EE4E94A1A60B58BCBEBA687E24503__058A8D3DE5F426642BE9652817895ADF4772F71A, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=1.234636ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId23A31B7E4B898B8645D3188F78944943_64, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A92EE4E94A1A60B58BCBEBA687E24503__B747D99FFF29251F19EB93B22BB8952B655719EE, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.128295ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
SavePackageTransactionId6E38699D4D5A69B7D84E08A02978B89C_376, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Particles/P_Sparks.uasset, FlushAsyncLoading=0.026941ms, FlushStreamingFunc=0.005133ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.219386ms, TagPackageExports=0.434071ms, BeginCacheForCookedPlatformData=0.020526ms, SerializeImports=0.708193ms, GatherLocalizableTextData=0.015825ms, MarkNames=0.049178ms, SerializeSummary=0.023950ms, SerializeNames=0.158660ms, SerializeGatherableTextData=0.002563ms, BuildExportMap=0.207841ms, SortExportsNonSeekfree=0.842903ms, SortExportsSeekfreeConstructor=0.009838ms, SortExportsSeekfreeInner=1.244895ms, SortExportsSeekfree=0.008129ms, BuildDependencyMap=0.038486ms, SerializeImportMap=0.022668ms, SerializeExportMap=0.027794ms, SerializeDependencyMap=0.018816ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.034638ms, SerializeExports=0.297219ms, SerializeBulkData=0.023093ms, AsyncWrite=0.098791ms, UnaccountedTime=0.280540ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
C:/Users/Adam/Documents/Unreal Projects/SR2L/Content/StarterContent/Textures/T_Water_N.uasset, AllOfLoadPackage_Duration=19.645568ms, AllOfLoadPackage_HitCount=613, ResolveRedirectors_Duration=0.060737ms, ResolveRedirectors_HitCount=613, CacheForCookedPlatformData_Duration=69.860123ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.100926ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.067569ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.263850ms, SaveCookedPackage_HitCount=1, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1031, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_5C9FDF3F4BD9A55FF23F5984D3223564___6E6D9B7A170288587B97B4F01E0C67A32689FC3F, StartTime=2015.09.20-21.00.46, HierarchicalDDC, Duration=0.014968ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId5AE803504DD1A9AD8BB931B1A6DBE69E_90, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_5C9FDF3F4BD9A55FF23F5984D3223564___6E6D9B7A170288587B97B4F01E0C67A32689FC3F, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=7468 bytes, Retrieved=true, Duration=6.995119ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId57093F034FE7264AC6112BB5CC852FE6_77, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_5C9FDF3F4BD9A55FF23F5984D3223564___502CB3315C61318296C3D42567FBE361E5808935, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=4194565 bytes, Retrieved=true, Duration=55.775368ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId23A31B7E4B898B8645D3188F78944943_65, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_5C9FDF3F4BD9A55FF23F5984D3223564___7D31D600DAF6107620FDF8BA3157D2BC26CBC677, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=1048837 bytes, Retrieved=true, Duration=35.392998ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId23A31B7E4B898B8645D3188F78944943_66, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_5C9FDF3F4BD9A55FF23F5984D3223564___CF3ED941F94F39E097CD8CD78D783AC8C35E99F2, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=3.130849ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId23A31B7E4B898B8645D3188F78944943_67, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_5C9FDF3F4BD9A55FF23F5984D3223564___5D4332B7BCE494EA19CF54621A5968F238380883, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=0.872411ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId23A31B7E4B898B8645D3188F78944943_68, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_5C9FDF3F4BD9A55FF23F5984D3223564___5A4336DD82CDDDA30D6F6CF607DDA62944CA541F, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.199284ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
SavePackageTransactionId6E38699D4D5A69B7D84E08A02978B89C_377, Filename=C:/Users/Adam/Documents/Unreal Projects/SR2L/Saved/Cooked/WindowsNoEditor/SR2L/Content/StarterContent/Textures/T_Water_N.uasset, FlushAsyncLoading=0.026941ms, FlushStreamingFunc=0.003852ms, BlockTillAllRequestsFinished=0.002991ms, ResetLoadersForSaveUnMarkAllObjects=0.166357ms, TagPackageExports=0.068851ms, BeginCacheForCookedPlatformData=0.047043ms, SerializeImports=0.069279ms, GatherLocalizableTextData=0.003424ms, MarkNames=0.006840ms, SerializeSummary=0.012401ms, SerializeNames=0.030793ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.011116ms, SortExportsNonSeekfree=0.005562ms, SortExportsSeekfreeConstructor=0.013255ms, SortExportsSeekfreeInner=0.215538ms, SortExportsSeekfree=0.003424ms, BuildDependencyMap=0.008553ms, SerializeImportMap=0.006415ms, SerializeExportMap=0.003848ms, SerializeDependencyMap=0.003420ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014968ms, SerializeExports=0.067569ms, SerializeBulkData=0.265144ms, AsyncWrite=0.733852ms, UnaccountedTime=0.514895ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
../../../Engine/Content/MobileResources/HUD/MobileHUDDirectionPad3.uasset, AllOfLoadPackage_Duration=3.748376ms, AllOfLoadPackage_HitCount=129, ResolveRedirectors_Duration=0.014536ms, ResolveRedirectors_HitCount=129, CacheForCookedPlatformData_Duration=13.499297ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.104345ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.131290ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.723295ms, SaveCookedPackage_HitCount=1, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId299720C04276C5EAB40EB4AAD14D0F75_1032, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C9D41DBE4C754F8B430E7DBADCD48__12CC74A7FD084DC5C96ADD95B3C1B5D07F3EA75C, StartTime=2015.09.20-21.00.46, HierarchicalDDC, Duration=0.017535ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
DDCTransactionId57093F034FE7264AC6112BB5CC852FE6_78, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C9D41DBE4C754F8B430E7DBADCD48__12CC74A7FD084DC5C96ADD95B3C1B5D07F3EA75C, StartTime=2015.09.20-21.00.46, HierarchicalDDC, DataSize=3883 bytes, Retrieved=true, Duration=12.724388ms, RunGuid=RunID129F27AE4B820F2BD178028F9D8AD534
